Bucket label,m/z,Name,Formula,Topical_X401Y338-X415Y353,Topical_X440Y338-X454Y353,Topical_X478Y338-X492Y353,Topical_X516Y338-X530Y353,Topical_X554Y293-X568Y308,Topical_X592Y292-X606Y307,Topical_X630Y293-X644Y308,Topical_X668Y293-X682Y308,Topical_X706Y293-X720Y308,Topical_X744Y293-X758Y308,Topical_X781Y293-X795Y308,Topical_X819Y293-X833Y308,Topical_X554Y337-X568Y352,Topical_X592Y338-X606Y353,Topical_X630Y338-X644Y353,Topical_X667Y338-X681Y353,Topical_X706Y338-X720Y353,Topical_X743Y338-X757Y353,Topical_X781Y338-X795Y353,Topical_X819Y338-X833Y353
Regions,,,,Cons Aveeno,Cons Aveeno,Cons Aveeno,Cons Aveeno,Cons Control,Cons Control,Cons Control,Cons Control,Cons GoldBond,Cons GoldBond,Cons GoldBond,Cons GoldBond,Cons Eucerin,Cons Eucerin,Cons Eucerin,Cons Eucerin,Cons Vaseline,Cons Vaseline,Cons Vaseline,Cons Vaseline
453.9823432450 Da,454.98962,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746.1166008772 Da,747.12388,,,0,0,127739.4453,111092.4766,137495.9375,0,131035.9141,116763.2266,0,0,100734.2734,108655.9688,139134.0625,139204.8125,157459.2031,138627.5,115303.9063,140227.7969,116652.3281,0
743.9511877987 Da,744.95846,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.2748809714 Da,266.28216,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972.6114361447 Da,973.61871,,,60060.875,56322.27344,49998.62109,46120.29297,101619.9531,112237.3906,80458.67188,104605.2344,127481.375,100044.4375,100639.0859,71066.50781,110227.2344,109528.9844,94462.88281,100913.1172,83211.59375,98804.25781,98120.85938,60477.75391
576.9677356559 Da,577.97501,,,0,0,0,0,0,98948.47656,0,92219.53906,0,0,0,0,141923.8594,251905.1406,195673.2969,185005.8594,0,0,0,0
702.9456093138 Da,703.95289,,,0,0,0,0,0,0,0,0,0,116149.3438,121276.5625,0,0,0,0,0,0,0,0,0
960.5166219334 Da,961.5239,,,0,0,0,0,0,0,25576.28906,0,0,0,0,0,0,0,0,0,0,0,0,0
384.1820647624 Da,385.18934,,,0,0,0,0,0,0,0,0,0,233457.7813,0,0,0,0,0,0,0,0,0,0
506.0489033171 Da,507.05618,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.1179134570 Da,266.12519,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477.1216529372 Da,478.12893,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1168069201 Da,218.12408,,,0,0,0,0,17688.30859,0,0,0,0,0,0,0,0,17868.19141,0,0,17818.4707,0,0,64601.82813
589.9363106867 Da,590.94359,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843.9950138621 Da,845.00229,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012.4948540014 Da,1013.50213,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116370.0078,118377.6797,83149.92969,76500.29688
796.3090272472 Da,797.3163,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526.2710057142 Da,527.27828,,,0,368563.625,0,0,0,492903.1563,0,509318.3438,0,387156.9063,0,0,0,0,0,0,0,0,0,0
827.0486140299 Da,828.05589,,,0,0,0,0,0,119047.7969,132584.8281,0,0,0,0,0,125925.4375,0,0,140348.1719,130106.8516,162842.625,0,79191.04688
282.1091193523 Da,283.1164,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60809.78906,0,0,0
332.2222198768 Da,333.2295,,,135304.3906,0,137044.6094,108244.6563,110870.6719,137716.875,135195.9063,135823.4844,0,111565.1484,106651.3438,90048.27344,0,128933.5391,93113.14844,85499.70313,109932.9922,123623.7578,0,0
240.0981398087 Da,241.10542,,,149081.875,166084.0781,0,0,96938.46094,112469.1953,81857.21094,118363.3516,0,0,0,0,0,59802.0625,0,64464.58984,0,0,0,0
514.2237260377 Da,515.231,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782.0457644619 Da,783.05304,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.0189902506 Da,455.02627,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721.9421563455 Da,722.94943,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396.1607070975 Da,397.16798,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.0447698829 Da,409.05205,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49913.11719,28914.57227
571.9688111945 Da,572.97609,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.3765232673 Da,858.3838,,,0,0,0,0,442964.1875,387667.375,378511.2813,394898.8438,0,0,0,0,0,0,0,0,0,0,129071.875,0
278.0533222147 Da,279.0606,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29873.76367,20553.80469
870.6768828777 Da,871.68416,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353.9713575096 Da,354.97863,,,34624.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872.5377224016 Da,873.545,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626.0266242284 Da,627.0339,,,0,0,0,374913.8438,0,0,0,0,0,0,0,362511.9688,0,0,0,0,272379.5938,343603.7188,295539.0625,0
398.0595250259 Da,399.0668,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459.3311120065 Da,460.33839,,,48131.41016,52363.92969,51479.33594,35801.66016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177.3966531679 Da,1178.40393,,,28220.45313,0,0,0,0,0,0,0,0,47438.48828,47312.96484,0,0,0,0,0,0,0,26660.69922,0
340.2965539115 Da,341.30383,,,0,0,0,0,58966.85938,49921.24219,21504.33203,34648.63281,75404.52344,66171.32031,66959.67188,66523.875,163764.5313,59354.42188,118192.5938,64406.73828,40001.90625,31376.98633,80312.36719,80392.89844
468.9548877854 Da,469.96216,,,0,0,0,0,0,44564.33594,0,40016.60938,0,0,18583.22266,0,0,0,0,0,0,0,0,0
208.1204329751 Da,209.12771,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58397.10547,0
296.2803971099 Da,297.28767,,,0,0,0,0,12533.41406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543.9442319336 Da,544.95151,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723.0123263747 Da,724.0196,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662.9489153030 Da,663.95619,,,201208.9531,202890.0625,282274.125,276228.4063,169078.5156,0,0,0,0,0,0,239420.1563,0,0,257020.1875,0,209459.6563,0,0,0
203.9994627976 Da,205.00674,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343.2019385400 Da,344.20921,,,0,0,0,0,0,0,0,0,0,1681419,0,0,0,0,0,0,0,0,0,0
490.3576329664 Da,491.36491,,,0,27974.83203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573.1180994234 Da,574.12538,,,0,187353.4219,108133.0859,82296.94531,325478.9375,368146.2813,0,324874.6563,0,0,0,0,142717.4219,0,0,0,0,0,0,0
931.0254244373 Da,932.0327,,,43006.60547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414.1929418539 Da,415.20022,,,205421.8281,208807.3438,0,0,217612.625,0,305655.4688,0,0,278375.125,0,0,0,190012.2344,0,0,205126.75,0,0,0
307.1633259587 Da,308.1706,,,0,0,0,0,152960.0781,0,0,0,273017.375,313347.125,293129.0313,0,203729.3594,0,0,168926.4219,0,145760.3438,118020.3906,0
858.5243767553 Da,859.53165,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814.0239617884 Da,815.03124,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705.3618388040 Da,706.36912,,,303366.2188,0,0,0,0,0,0,0,0,0,0,0,294230.25,0,0,0,0,0,291126.4063,0
475.2811974973 Da,476.28847,,,222935.6094,0,352679.1563,0,0,0,0,0,0,0,0,0,0,0,0,1087814.125,0,0,0,0
348.0038651708 Da,349.01114,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876.4858461668 Da,877.49312,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.9751474518 Da,312.98242,,,0,0,0,22106.7168,0,0,0,24859.82422,0,0,13929.89355,0,0,0,0,0,0,0,0,0
483.3318696637 Da,484.33915,,,211276.6563,206767.5,214038.0938,169992.9375,0,0,25930.95508,79299.77344,0,0,0,0,0,36911.97656,0,0,28454.25781,30291.08789,0,0
268.1179223106 Da,269.1252,,,154193,0,151215.4531,95180.98438,122362.7188,0,0,0,151865.2188,0,0,121808.8359,132411.3125,0,90496.05469,0,140123.2344,0,0,120780.4141
963.8619453438 Da,964.86922,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669.4720170429 Da,670.47929,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.0885250621 Da,323.0958,,,0,223907.5469,0,0,0,172278.8594,0,0,90174.75781,115483.0938,0,203972.2344,0,76282.14063,183706.0156,0,0,106261.4297,233015.0781,210928.8906
1019.9876108360 Da,1020.99489,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352.9828448488 Da,353.99012,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678.9257281369 Da,679.933,,,82530.57813,0,132479.0938,130645.2109,0,0,42103.28125,0,65111.91016,0,0,65840.39844,43356.17969,0,0,48692.51953,0,0,0,0
634.4482022568 Da,635.45548,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535.6030451296 Da,536.61032,,,52212.62109,49963.53906,48474.52734,43247.57813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827.2656393351 Da,828.27292,,,0,171361.0156,145258.5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897.1463537615 Da,898.15363,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303.2545597480 Da,304.26184,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606.2258081519 Da,607.23308,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556.4423104659 Da,557.44959,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089.5351323085 Da,1090.54241,,,142611.9063,152757.4531,210382.6563,0,145775.125,170647.5781,0,173140.875,0,0,0,0,0,228177.2344,0,0,189650.2813,207272.4531,0,0
271.2857522595 Da,272.29303,,,35904.17578,34359.73047,44636.66016,58293.58984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043.5158466519 Da,1044.52312,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559.0668110734 Da,560.07409,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345.9989798012 Da,347.00626,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236.0888723671 Da,237.09615,,,0,0,0,0,0,0,0,0,55181.78906,0,0,0,0,0,0,0,0,0,0,0
470.3684966285 Da,471.37577,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366.1258314761 Da,367.13311,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723.0122368679 Da,724.01951,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0246932388 Da,203.03197,,,15406.36035,19163.83984,0,0,15438.86328,0,0,0,0,0,0,0,0,0,0,0,0,0,11165.97168,0
722.0989137925 Da,723.10619,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.6290839720 Da,903.63636,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.9882053144 Da,328.99548,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301.1745441786 Da,302.18182,,,0,0,0,206323.75,0,0,0,0,0,0,192936.5625,191272.75,0,0,242649.5313,129208.5859,0,159026.0313,247262.4531,227786.7969
359.9845973851 Da,360.99187,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594.9739680253 Da,595.98124,,,0,0,39890.27344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550.4938197839 Da,551.5011,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935340.8125
584.3153787941 Da,585.32266,,,215444.2031,225382.6406,0,0,0,0,0,0,219855.6875,0,0,0,239855.5781,337635.9063,0,345237.1563,0,0,0,0
310.2958596856 Da,311.30314,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813.3319605158 Da,814.33924,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626.0134113789 Da,627.02069,,,0,0,408008.5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243444.4844
713.2387682408 Da,714.24604,,,0,0,0,0,0,0,0,0,0,793072.625,767938.3125,0,0,0,0,0,0,0,0,0
742.4053922944 Da,743.41267,,,0,235507.9531,412060.8438,0,0,0,648619.875,0,0,0,0,0,0,0,263348.3125,0,0,0,0,0
266.1766129972 Da,267.18389,,,85942.55469,96741.625,127315.2969,100572.0781,65714.08594,63125.84766,66214.53125,61021.08594,67152.04688,80924.96094,91448.47656,85194.84375,71205.8125,75912.86719,71334.4375,47754.29688,84899.34375,79441.40625,60090.19141,76906.40625
353.3269965755 Da,354.33427,,,0,0,0,0,0,0,0,0,199968.3594,384870.5938,302996.6875,149139.9688,151825.6875,108780.3828,103018.0234,76392.96875,0,0,0,0
689.0779917765 Da,690.08527,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100.5713032378 Da,1101.57858,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37635.50391,0,0,0,0,0
723.9491183099 Da,724.95639,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588.1525889372 Da,589.15987,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139887.0625,0,0,0,0
1100.5714434206 Da,1101.57872,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24922.05664,0
1008.5311311374 Da,1009.53841,,,0,0,218215.8438,0,173591.0938,267721.7813,326186.25,255184.6406,0,0,187237.2031,0,117674.2813,0,0,0,0,0,0,0
266.0249849637 Da,267.03226,,,0,0,0,0,0,0,0,0,0,19204.64063,0,0,0,0,0,0,0,0,16297.87793,0
344.2507956876 Da,345.25807,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46711.43359,0,0,0
537.9698818198 Da,538.97716,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.2746824271 Da,254.28196,,,19992.10352,15916.34668,23823.39258,28476.21289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.2205015359 Da,403.22778,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46966.08203,0,0,0,0,0
653.0843628256 Da,654.09164,,,0,0,0,0,272562.3125,307828.6563,229569.4688,259139.9688,0,0,0,0,0,62854.95313,64053.6875,116466.5938,0,0,0,0
638.1050901813 Da,639.11237,,,414416.3125,535635.375,266348.5,160428.5781,0,0,0,0,146405.3594,0,0,0,0,0,0,0,0,0,0,0
285.1394740227 Da,286.14675,,,0,0,0,0,0,0,0,0,167225.625,242350.7344,279249.3125,0,0,0,0,0,0,0,0,0
1323.6269179596 Da,1324.63419,,,0,0,43161.25781,0,0,0,0,70990.27344,0,0,0,52062.84375,0,0,40912.14453,55986.3125,0,0,0,0
800.5505670926 Da,801.55784,,,0,0,0,0,0,121003.4609,0,0,143230.6875,0,83321.80469,0,0,0,0,0,0,0,0,0
630.3137745751 Da,631.32105,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519854.125,0,0,0,0
278.1468831164 Da,279.15416,,,130231.5938,0,0,0,150892.2656,132237.2813,0,138265.8906,0,190016.9219,189061.7188,140458.125,0,0,111129.7578,0,164887.4219,166369.9844,0,0
951.6130299356 Da,952.62031,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598.4929060953 Da,599.50018,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235.0825394291 Da,236.08982,,,131881.7188,91287.33594,121100.2422,247583.125,56390.66797,0,13402.40527,16437.81445,46665.48438,90799.90625,115289.8125,250489.0156,122774.0313,49297.03516,130167.0859,31277.70898,111268.5313,115058.9219,269937.3125,189790.6719
297.3017466629 Da,298.30902,,,71434.03906,79921.82031,155050.5313,132265.6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411.2345559547 Da,412.24183,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354.1501359717 Da,355.15741,,,303152.9063,299278.5313,238163.9219,208576.7188,0,0,0,0,0,0,0,0,458539.125,0,0,0,0,0,0,0
703.3473493906 Da,704.35463,,,0,0,0,172924.0469,0,244531.7344,0,0,0,0,0,0,0,285355.4688,0,0,0,0,0,0
475.2414866613 Da,476.24876,,,0,0,0,0,0,0,0,0,0,776320.3125,720655.4375,0,0,0,0,0,0,0,0,0
466.0490385131 Da,467.05631,,,0,0,0,0,170375.5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426.3794246562 Da,427.3867,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576.0980221886 Da,577.1053,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956.6346243501 Da,957.6419,,,0,0,0,0,0,0,0,0,0,218260.375,0,0,0,0,0,0,239485.8281,0,0,0
467.2238164804 Da,468.23109,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640.3684868730 Da,641.37576,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669.3294268103 Da,670.3367,,,256450.75,238381.1719,0,172564.7188,0,0,428079.4063,0,0,0,0,0,192172.0469,0,193097.375,0,0,0,0,0
516.0362152819 Da,517.04349,,,44899.33203,0,0,0,0,0,0,0,73276.28125,0,0,0,0,76203.70313,0,0,0,0,0,0
900.5282781658 Da,901.53555,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70162.82031,78568.67188,0,0
550.9513149394 Da,551.95859,,,0,0,0,0,0,0,339667.5313,0,0,0,0,0,0,0,0,0,0,0,0,0
345.9710697821 Da,346.97835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299.0843301145 Da,300.09161,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.2133876090 Da,414.22066,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880.2228961371 Da,881.23017,,,101669.25,111160.8594,79803.64063,0,181359.6875,158119.375,106055.6719,144823.625,0,0,0,0,160162.5156,124760.2969,123080.3359,160467.875,0,0,0,0
1055.6440570634 Da,1056.65133,,,45067.71484,46494.20313,45751.60156,0,118759.5156,149014.0781,142184.9531,154710.0469,0,62519.12891,51418.29688,57521.50781,65891.77344,108159.9766,92956.73438,76101.10156,76900.54688,78428.41406,40692.60547,37286.08203
222.1143515872 Da,223.12163,,,0,0,0,0,0,0,0,0,0,0,60145.94531,0,59702.72266,0,0,0,0,0,0,0
400.9078493971 Da,401.91513,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313.9543362894 Da,314.96161,,,0,0,0,20850.48633,56177.72266,59388.99609,46813.32422,59891.26953,0,0,39106.66406,28357.36133,45288.02344,39254.00391,43375.88281,0,0,40265.63281,33742.07422,24270.37695
225.0679015554 Da,226.07518,,,0,0,0,0,0,74496.02344,0,0,39735.65234,0,0,0,0,0,0,0,0,29223.73828,0,0
627.0125829628 Da,628.01986,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458.9934663210 Da,460.00074,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674.0814207228 Da,675.0887,,,135022.0469,0,136617.4219,0,0,138618.3438,133498.4219,0,103041.9063,0,0,0,0,0,0,0,0,0,0,0
348.1736627295 Da,349.18094,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892.6490986009 Da,893.65638,,,115906.625,127461.0469,79032.71875,98119.39063,189416.5625,180230.3281,0,152107.1406,118681.7734,0,59381.32422,0,92075.14063,0,77727.71094,0,0,48253.78516,50737.8125,38499.92969
243.1329899875 Da,244.14027,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121071.1563,129556.8047
547.6042148408 Da,548.61149,,,90507.66406,231313.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938.2369122191 Da,939.24419,,,0,0,0,0,199553.8281,239784.2969,0,178597.5781,226222.625,155798.8438,0,0,0,0,0,198813.2813,149312.0313,0,0,72685.15625
1016.1075970261 Da,1017.11487,,,0,0,0,221977.9844,0,0,0,0,182263.75,0,0,0,0,265083.5,206425.3438,0,0,282236.875,0,0
282.0358935066 Da,283.04317,,,0,0,0,0,0,0,0,0,196052.4063,0,0,0,0,0,0,0,0,0,0,0
1012.5022723817 Da,1013.50955,,,0,0,0,0,0,0,0,0,0,0,0,0,0,43280.58594,0,0,0,0,0,0
429.1862958053 Da,430.19357,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437.0154203315 Da,438.0227,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192.1286428440 Da,193.13592,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8966.615234,0
251.2596057944 Da,252.26688,,,0,0,0,12602.32813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775.8920621017 Da,776.89934,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.8995767043 Da,398.90685,,,0,0,0,0,0,0,0,0,0,0,78702.49219,0,0,0,47332.93359,43773.40625,0,65556.625,0,53948.80469
367.9798289642 Da,368.98711,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25969.9082
398.2377053841 Da,399.24498,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427.0543720757 Da,428.06165,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827.6350107346 Da,828.64229,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613.8762575646 Da,614.88353,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.1609945788 Da,372.16827,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328521.375,340694.125,393100.9063,321521.5938
561.9507928957 Da,562.95807,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.2526652859 Da,373.25994,,,0,0,0,0,0,0,22127.83984,0,0,0,0,0,0,0,0,0,0,0,0,0
389.9585172434 Da,390.96579,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354.3117851022 Da,355.31906,,,157781.3906,141796.4844,86882.38281,131424.4844,93532.82813,75213.52344,35746.60547,65102.21484,83422.97656,60645.22266,64373.15234,45436.84375,67221.59375,26336.61914,45251.60547,34074.02734,27188.56445,26667.13672,54148.41016,55599.50781
1277.4207117369 Da,1278.42799,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472.2876123381 Da,473.29489,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227.1128959201 Da,228.12017,,,0,0,0,21991.0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26191.75977,0
237.9201854439 Da,238.92746,,,38924.8125,56628.19922,34591.65234,21524.0918,49870.80469,43560.41016,59714.15234,42212.08984,29840.44141,26372.08789,21345.78906,11957.54883,27996.84766,44422.47656,21856.2168,40832.78516,14231.41211,0,0,0
388.9532072590 Da,389.96048,,,0,16064.2002,0,0,0,67933.5625,58836.98438,83859.48438,0,0,0,0,0,27165.60352,0,43552.24219,0,0,0,0
617.2162130506 Da,618.22349,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.3006117602 Da,451.30789,,,0,0,0,0,0,0,0,18559.39648,0,0,0,0,0,0,0,0,0,0,0,0
559.2933159605 Da,560.30059,,,0,0,0,0,759246.875,605999.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842.5425599375 Da,843.54984,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.0044627751 Da,213.01174,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.2487445403 Da,299.25602,,,36441.28906,0,0,112496.1875,53886.67188,30795.74609,20734.44141,24942.82617,14773.03418,20828.5,37643.12109,137330.0625,58581.45703,84491.76563,123787.2813,41867.86328,54130.20313,45154.45703,195500.5469,267607.375
519.0102192663 Da,520.0175,,,0,0,0,0,0,0,0,0,46689.18359,0,0,0,0,0,0,0,0,0,0,0
421.8149793301 Da,422.82226,,,0,0,0,0,0,0,0,0,0,0,0,17195.36133,0,0,0,0,0,0,0,0
267.2906228635 Da,268.2979,,,27028.94727,23946.25781,0,40607.18359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803.4233086146 Da,804.43059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417.1960731223 Da,418.20335,,,0,0,0,0,0,0,0,0,0,0,328601.4375,0,0,309856.7188,0,0,0,0,0,0
249.1489170312 Da,250.15619,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789.8929551023 Da,790.90023,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249.0845635057 Da,250.09184,,,0,0,0,0,17944.50391,16242.92383,0,22223.96094,0,0,0,0,0,0,17911.58398,0,0,13003.87207,0,0
265.2745074403 Da,266.28178,,,24995.16016,23629.67773,37729.12891,40250.24219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882.3481693547 Da,883.35545,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309.0902244372 Da,310.0975,,,109831.6719,0,0,100478.8828,0,0,0,118643.0313,173869.4844,204581.2031,207505.2031,191936.9063,0,0,91141.59375,0,0,0,0,148385.6406
565.2971183610 Da,566.30439,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740.1910675338 Da,741.19834,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478.9267708519 Da,479.93405,,,0,0,0,0,0,0,0,0,0,0,0,112697.7031,0,0,0,0,0,0,0,0
